name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url
Steelcase Gesture Office Chair - Ergonomic Work Chair with Wheels for Carpet - Comfortable Office Chair - Intuitive-to-Adjust Chairs for Desk - 360-Degree Arms - Licorice Fabric,"$1,424.00 ","32.5""D x 27.5""W x 21.25""H","Ergonomic Chair Design: The Gesture chair by Steelcase is expertly designed to redefine the relationship between you and your chair, adjusting to your unique body and work posture Comfortable Desk Chair for Extended Use: The Gesture chair is designed for a variety of users and postures, ideal for those who prioritize a precise fit and sit for long periods of time Premium Office Furniture Features: This chair includes wheels for carpet, 360-degree arms, a contoured back that fits your spine's natural shape, and intuitive adjustments all located on the right side within arms reach High-Quality Chair for Desk: The Gesture chair boasts a full recline range with three settings, an upright back lock, and intuitive adjustment mechanisms Better Design, Better Comfort, Better Choice: Our high performance seating helps you do your best work; we offer a broad range of dynamic options, all backed by Steelcase research, innovation, and our unwavering standards for quality and sustainability","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,"1,216 ratings",https://www.amazon.com/-/zh/dp/B016OIF2U4/ref=sr_1_25?dib=eyJ2IjoiMSJ9.i8Sp2XpTCnz7rSen7r3vVDAJHRY2Seew4ffFkl93Z478GnPm7cZKidkajLl0dgcRbyylzqdNhcoBVIlUOurq996zPPFuIJjTF4wjVzwEmA4GhicWGdCig5sjbk-RZrGYQMZZ1JrVZ7crm_enueY5Ul9MRuoQPrkK06IiHCu3oeGKZI-baQ5JnLw4F8V9nkWDOygWYPFqeBCIyBWFzHSC9EPh0hFgzhsp-QgSjU9TDDE.hRj4qGIiShn_TW_tvLGxlxgsNpmLbxnJ-YIJYgK2weE&dib_tag=se&qid=1719037135&sr=8-25&srs=24000582011
"HON 512PQ Two-Drawer Full-Suspension File, Letter Size, 15w x 29h x 25d, Gray",$404.56 ,"25""D x 15""W x 29""H","Sold as 1 Each. Full cradle drawer suspension with nylon rollers for smooth, quiet drawer action. Drawers open fully to provide easy access to entire drawer contents. High drawer sides eliminate the need for hangrails. An adjustable wire follower in each drawer keeps files upright and neat. HON ""One Key"" core removable lock installed.","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,8 ratings,https://www.amazon.com/-/zh/dp/B0096XW3F2/ref=sr_1_26?dib=eyJ2IjoiMSJ9.i8Sp2XpTCnz7rSen7r3vVDAJHRY2Seew4ffFkl93Z478GnPm7cZKidkajLl0dgcRbyylzqdNhcoBVIlUOurq996zPPFuIJjTF4wjVzwEmA4GhicWGdCig5sjbk-RZrGYQMZZ1JrVZ7crm_enueY5Ul9MRuoQPrkK06IiHCu3oeGKZI-baQ5JnLw4F8V9nkWDOygWYPFqeBCIyBWFzHSC9EPh0hFgzhsp-QgSjU9TDDE.hRj4qGIiShn_TW_tvLGxlxgsNpmLbxnJ-YIJYgK2weE&dib_tag=se&qid=1719037135&sr=8-26&srs=24000582011
"Ergotron -WorkFit-T Standing Desk Converter, Dual Monitor Sit Stand Desk Riser for Tabletops -35 Inch Width, Black",   $535.00 with 29 percent savings    ,,"Large worksurface: 35 x 23-inch worksurface comfortably supports two monitors or a monitor and laptop; easily accommodate a standard keyboard and mouse on the 25 x 9-inch keyboard tray; supporting 10 to 35 pounds, this desk effortlessly holds all the essentials Easy, stable movement: Offers 15 inches of no-sway lift straight up and down; hand-brake lever allows for smooth, quick adjustments; keyboard and mouse tray moves in tandem with worksurface and is positioned 4.5 inches below it, maintaining proper ergonomic spacing Instant upgrade: Reinvent tight spaces by turning your tabletop into a dynamic sit-stand workstation, adding comfort and movement to your day; seamlessly integrate your displays with WorkFit Dual Monitor Kit (97-934), WorkFit Monitor and Laptop Kit (97-933) or WorkFit Single Monitor Kit (97-935) Out-of-box-design: Get up and moving around your workspace in minutes with no assembly, mounting or clamping required; includes desk converter, non-slip pads, cable management sleeve and zip tie Built to last: Extensive quality testing ensures your workstation performs reliably day after day; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.7 out of 5 stars,156 ratings,https://www.amazon.com/-/zh/dp/B00QL6IGWQ/ref=sr_1_27?dib=eyJ2IjoiMSJ9.i8Sp2XpTCnz7rSen7r3vVDAJHRY2Seew4ffFkl93Z478GnPm7cZKidkajLl0dgcRbyylzqdNhcoBVIlUOurq996zPPFuIJjTF4wjVzwEmA4GhicWGdCig5sjbk-RZrGYQMZZ1JrVZ7crm_enueY5Ul9MRuoQPrkK06IiHCu3oeGKZI-baQ5JnLw4F8V9nkWDOygWYPFqeBCIyBWFzHSC9EPh0hFgzhsp-QgSjU9TDDE.hRj4qGIiShn_TW_tvLGxlxgsNpmLbxnJ-YIJYgK2weE&dib_tag=se&qid=1719037135&sr=8-27&srs=24000582011
"Ergotron -Neo-Flex Single Monitor Stand for Desk, VESA Mount -for Screens Up to 27 Inches, 6 to 16 lbs -Black",$89.00 ,,"Supports medium-sized screens: Affordable desktop stand-its monitors up to 27 inches and 16 pounds; compatible with VESA patterns 75x75mm and 100x100mm Compact design: Includes adjustable column with pivot, base, attachment hardware; small footprint offers more room to work and leaves a small impact on your wallet Ergonomic comfort: Lift your monitor easily up or down 5 inches without levers or knobs;-60 degrees of rotation and 270 degrees of pan makes collaboration and screen-sharing a breeze Unique monitor stand: Weight-adjustable desk stand keeps monitor stable; thoughtful cable routing keeps cords out of sight for a neat workstation Built to last: Extensive quality testing ensures your display stays stable and secure; Ergotron products set the standard for quality with a 3-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.0 out of 5 stars,511 ratings,https://www.amazon.com/-/zh/dp/B000FLXW90/ref=sr_1_28?dib=eyJ2IjoiMSJ9.i8Sp2XpTCnz7rSen7r3vVDAJHRY2Seew4ffFkl93Z478GnPm7cZKidkajLl0dgcRbyylzqdNhcoBVIlUOurq996zPPFuIJjTF4wjVzwEmA4GhicWGdCig5sjbk-RZrGYQMZZ1JrVZ7crm_enueY5Ul9MRuoQPrkK06IiHCu3oeGKZI-baQ5JnLw4F8V9nkWDOygWYPFqeBCIyBWFzHSC9EPh0hFgzhsp-QgSjU9TDDE.hRj4qGIiShn_TW_tvLGxlxgsNpmLbxnJ-YIJYgK2weE&dib_tag=se&qid=1719037135&sr=8-28&srs=24000582011
"Steelcase Series 1 Office Chair - Ergonomic Work Chair with Wheels for Carpet - Helps Support Productivity - Weight-Activated Controls, Back Supports & Arm Support - Easy Assembly - Graphite, Light",$522.00 ,"23.7""D x 27""W x 41.25""H","Ergonomic Chair Design: The Steelcase Series 1 work chair gives you essential ergonomics and quality at a great value, plus it boasts space efficiency and weight-activated controls Customizable Office Furniture: This chair for desks has optional 4-dimensional arm support and an adjustable headrest, plus provides additional back support for a pressure-free sit Durable Chair with Wheels: This ergonomic chair includes flexible edges and adaptive bolstering in the forearm, providing a pressure-free sit Easy-to-Assemble Study Chair: With no tools required, this chair can be put together in less than 2 minutes, so you can enjoy your new level of comfort while working Better Design, Better Comfort, Better Choice: Our high performance seating helps you do your best work; we offer a broad range of dynamic options, all backed by Steelcase research, innovation, and our unwavering standards for quality and sustainability","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.6 out of 5 stars,132 ratings,https://www.amazon.com/-/zh/dp/B08M46SHCG/ref=sr_1_29?dib=eyJ2IjoiMSJ9.i8Sp2XpTCnz7rSen7r3vVDAJHRY2Seew4ffFkl93Z478GnPm7cZKidkajLl0dgcRbyylzqdNhcoBVIlUOurq996zPPFuIJjTF4wjVzwEmA4GhicWGdCig5sjbk-RZrGYQMZZ1JrVZ7crm_enueY5Ul9MRuoQPrkK06IiHCu3oeGKZI-baQ5JnLw4F8V9nkWDOygWYPFqeBCIyBWFzHSC9EPh0hFgzhsp-QgSjU9TDDE.hRj4qGIiShn_TW_tvLGxlxgsNpmLbxnJ-YIJYgK2weE&dib_tag=se&qid=1719037135&sr=8-29&srs=24000582011
"Ergotron -MXV Dual Monitor Arm, VESA Desk Mount -for 2 Monitors Up to 24 Inches, 7 to 20 lbs Each -Matte Black",$409.00 ,,"Broad compatibility: Fits two screens up to 24 inches diagonal and 7 to 20 pounds each; screen sizes up to 24 inches may reduce the amount of adjustment; compatible with VESA patterns 75x75mm and 100x100mm Fully assembled and ready to install: Includes two-piece desk clamp for panel and cubicle systems, plus freestanding tables; desk clamp attaches to desktops 0.47 to 1.25 inches thick; accessory grommet mount available (98-111) to install through a desk surface hole Comfortable working: Offers full monitor movement with 13 inches of lift, rising 18.5 inches from the worksurface; customize how you work or collaborate with 360 degrees of rotation and 180 total degrees of tilt; rotation-stop base stops the arm from hitting the wall or other desks Stylish and functional: Modern V-shaped design is sleek and lightweight; low-profile clamp fits in tight spaces; easily positions monitors side-by-side and creates a neat workstation with thoughtful cable management; supports a laptop instead of a monitor with an accessory Notebook Tray (50-193-200) Built to last: Extensive quality testing ensures your monitors stay stable and secure; Ergotron products set the standard for quality with a 10-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.5 out of 5 stars,26 ratings,https://www.amazon.com/-/zh/dp/B07TJ6ZK24/ref=sr_1_30?dib=eyJ2IjoiMSJ9.i8Sp2XpTCnz7rSen7r3vVDAJHRY2Seew4ffFkl93Z478GnPm7cZKidkajLl0dgcRbyylzqdNhcoBVIlUOurq996zPPFuIJjTF4wjVzwEmA4GhicWGdCig5sjbk-RZrGYQMZZ1JrVZ7crm_enueY5Ul9MRuoQPrkK06IiHCu3oeGKZI-baQ5JnLw4F8V9nkWDOygWYPFqeBCIyBWFzHSC9EPh0hFgzhsp-QgSjU9TDDE.hRj4qGIiShn_TW_tvLGxlxgsNpmLbxnJ-YIJYgK2weE&dib_tag=se&qid=1719037135&sr=8-30&srs=24000582011
"Seventable Nightstand with Charging Station, LED Bedside Table with Adjustable Fabric Drawer, Night Stand with Storage, 3-Tier Bed Side Table, End Table for Bedroom, Living Room, Greige",   $35.99 with 10 percent savings    ,"11.8""D x 15.7""W x 23.6""H","Light Your Home with Colorful Led : The Seventable Nightstand comes with a mesmerizing multicolored RGB LED light strip, offering a soft glow ideal for bedroom settings. Choose from 20 vibrant colors, adjust speed levels with 21 different dynamic modes, and select from 8 brightness modes using the sleek remote. Create a warm and enchanting atmosphere with our bedside tables/side tables living room Keep Your Phone Fully Charged: This night stand includes a charging station with 2 outlets and 2 USB ports, allowing you to charge your lamps, phones, watches, and iPads all at once. From phone charging to powering small appliances, it keeps your gadgets ready for action right by your bedside Adjustable Fabric Drawer: This bedside table features a spacious desktop that displays photos, books. The top open shelf can accommodate books, game consoles, tape recorders, and more. A closed drawer with handles can storage a large number of personal items. You can install the drawer on or below of the nightstand according to your own needs, providing flexibility Robust & Sturdy End Table: Engineered for durability, this table stands firm with particle board, a robust metal frame, a durable non-woven fabric drawer and 4 adjustable feet support. Crafted from high-quality materials, it promises longevity and reliability for everyday use Effortless Assembly: With detailed assembly instructions, numbered components, and all necessary tools included, setting up this piece is a breeze. It streamlines the assembly process, allowing you to quickly enjoy the convenience and comfort it brings to your space","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.3 out of 5 stars,680 ratings,https://www.amazon.com/-/zh/dp/B0CJ5BC5WT/ref=sr_1_31?dib=eyJ2IjoiMSJ9.i8Sp2XpTCnz7rSen7r3vVDAJHRY2Seew4ffFkl93Z478GnPm7cZKidkajLl0dgcRbyylzqdNhcoBVIlUOurq996zPPFuIJjTF4wjVzwEmA4GhicWGdCig5sjbk-RZrGYQMZZ1JrVZ7crm_enueY5Ul9MRuoQPrkK06IiHCu3oeGKZI-baQ5JnLw4F8V9nkWDOygWYPFqeBCIyBWFzHSC9EPh0hFgzhsp-QgSjU9TDDE.hRj4qGIiShn_TW_tvLGxlxgsNpmLbxnJ-YIJYgK2weE&dib_tag=se&qid=1719037135&sr=8-31&srs=24000582011
"Seventable Computer Desk 55.1"" with LED Lights & Power Outlets, Home Office Desk with 4 Drawers, Writing Desk with Keyboard Tray, Study Desk with Monitor Stand, Work Desk for Home Office, Black",   $119.99 with 14 percent savings    ,"18.5""D x 34.7""W x 55.1""H","Power Strip: Enhanced with a built-in power strip, this home office desk brings added functionality to your workspace. The integrated power strip features 2 AC outlets, 2 USB ports, and 1 Type C port, allowing you to conveniently charge multiple devices simultaneously, such as your phone, tablet, PS5, gamepad, and other electronics. Say goodbye to charging-related concerns and embrace a hassle-free experience, making your work environment more convenient and efficient Multifunctional LED: Indulge in the gaming desk adorned with dynamic multi-color RGB LED light strips. Select from a palette of over 60,000 colors effortlessly using the Phone App or controller, allowing you to personalize brightness, color, mode, and timer settings. Moreover, the LED lights synchronize with music, adding an extra layer of entertainment and setting the stage for a dynamic and lively atmosphere Spacious Desk with Fabric Drawers: This desk is equipped with 4 non-woven fabric drawers and two shelving tiers, providing ample storage for files, office supplies, or gaming equipment, enhancing the organization of your desktop. The drawers and shelves are customizable, allowing for easy assembly and arrangement based on your specific requirements. This feature ensures that you can effortlessly enjoy a clutter-free space tailored to your needs Ergonomic Desing: This writing desk complete with a full-size monitor stand, accommodates two monitors at an optimal height, ensuring that the computer screen aligns with your eye level for a comfortable viewing angle and minimizing the risk of neck and back pain. Additionally, it offers added storage space for books, pens, and other items, effectively maximizing your desktop area while maintaining a neat and tidy workspace Computer Table with Keyboard Tray: Distinguished by its thoughtful design, this office table stands out from traditional options by featuring an additional pull-out keyboard tray. This convenient tray is spacious enough to accommodate a full-size 108-key keyboard or an 87-key keyboard plus a mouse, effectively maximizing your desktop space. The design of the keyboard tray aims to prevent your eyes from getting too close to the computer screen, mitigating the risk of soreness and swelling","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,149 ratings,https://www.amazon.com/-/zh/dp/B0CPP817XS/ref=sr_1_32?dib=eyJ2IjoiMSJ9.i8Sp2XpTCnz7rSen7r3vVDAJHRY2Seew4ffFkl93Z478GnPm7cZKidkajLl0dgcRbyylzqdNhcoBVIlUOurq996zPPFuIJjTF4wjVzwEmA4GhicWGdCig5sjbk-RZrGYQMZZ1JrVZ7crm_enueY5Ul9MRuoQPrkK06IiHCu3oeGKZI-baQ5JnLw4F8V9nkWDOygWYPFqeBCIyBWFzHSC9EPh0hFgzhsp-QgSjU9TDDE.hRj4qGIiShn_TW_tvLGxlxgsNpmLbxnJ-YIJYgK2weE&dib_tag=se&qid=1719037135&sr=8-32&srs=24000582011
"Ergotron -LX HD Sit-Stand Single Monitor Arm, VESA Desk Mount -for Monitors Up to 49 Inches, 14 to 30 lbs -Polished Aluminum",$394.99 ,,"Compatible with large monitors: Fits single flat or curved screens up to 49 inches diagonal and 14 to 30 pounds; compatible with VESA patterns 75x75mm, 100x100mm, 200x100mm and 200x200mm; separate accessory VESA Bracket Adaptor Kit (97-759) fits larger VESA patterns Multiple mounting options: Includes arm, extension, 15.7 inch pole, VESA brackets, mounting hardware; two-piece desk clamp for surface edges 0.8 to 2.5 inches thick and grommet mount for installation through a surface hole Sit or stand: Offers full monitor motion with 20 inches of lift, screen rises 28.25 inches above the desktop providing the option of sitting or standing throughout the day; customize how you work or collaborate with 360 degrees of rotation and 75 degrees of tilt Ergonomic productivity: Quick and easy positioning accommodates ever-changing needs; arm folds to 4.9 inches from wall to reclaim space; built-in cable management streamlines your workstation; add an LX Sit-Stand Keyboard Arm (45-354-026) for advanced comfort and flexibility Built to last: Extensive quality testing ensures your display stays stable and secure; Ergotron products set the standard for quality with a 10-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.2 out of 5 stars,184 ratings,https://www.amazon.com/-/zh/dp/B00GN4DCR0/ref=sr_1_33?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSi8KTqrz2CyVwjb1gfMW31Iw.IrsSy0C1HzSxo4mvU6rS5G6tQOQAJCuKFuosURjpulY&dib_tag=se&qid=1719037254&sr=8-33&srs=24000582011
"Ergotron -LX Dual Direct Monitor Arm, VESA Desk Mount -for 2 Monitors Up to 25 Inches, 2 to 11 lbs Each -Matte Black",$305.00 ,,"Broad compatibility: Fits two screens up to 25 inches diagonal and 2 to 11 pounds each; compatible with VESA patterns 75x75mm and 100x100mm Multiple workstation options: Includes one arm, extension, base, dual bow, two monitor pivots, 8-inch pole, two-piece desk clamp for surface edges 0.4 to 2.4 inches thick; grommet mount (98-034) available as a separate accessory Large range of motion: Offers full monitor movement with 13 inches of lift, rising 20.6 inches from the desktop; delivers 25 inches of extension; personalize your view with 360 degrees of rotation and 30 degrees of tilt Stylish and functional: Low-profile monitor crossbar adjusts both monitors in one smooth, compact motion; provides new heights of flexible viewing comfort; arm folds out of the way to reclaim space for other desktop tasks Built to last: Extensive quality testing ensures your displays stay stable and secure; Ergotron products set the standard for quality with a 10-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.7 out of 5 stars,90 ratings,https://www.amazon.com/-/zh/dp/B07Q1N5H34/ref=sr_1_34?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSi8KTqrz2CyVwjb1gfMW31Iw.IrsSy0C1HzSxo4mvU6rS5G6tQOQAJCuKFuosURjpulY&dib_tag=se&qid=1719037254&sr=8-34&srs=24000582011
"Steelcase Series 2 Office Chair - Ergonomic Work Chair with Wheels for Carpet - with Back Support, Weight-Activated Adjustment & Arm Support - Adjustable Rolling Chairs for Desk - Pink Lemonade",$696.00 ,"22""D x 27""W x 42.5""H","High-Performing Office Chair: The Steelcase Series 2 chair is a high-performing task chair that you can personalize with extensive style choices Personalizable Ergonomic Chairs: Offering Air LiveBack technology to encourage movement and support posture, this rolling desk chair provides adjustable, flexible lumbar support Supportive Office Furniture: A weight-activated mechanism takes the guesswork out of sitting and automatically responds to your body weight; anyone can sit down and get comfortable quickly with the comfort dial Strong & Reliable Chairs for Desk: This sturdy chair has wheels for hard flooring and provides all-day comfort and back support, so you can use it 24/7 while providing maximum comfort Better Design, Better Comfort, Better Choice: Our high performance seating helps you do your best work; we offer a broad range of dynamic options, all backed by Steelcase research, innovation, and our unwavering standards for quality and sustainability","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,102 ratings,https://www.amazon.com/-/zh/dp/B08NCW53HN/ref=sr_1_35?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037309&sr=8-35&srs=24000582011
"HON Fuse HAUFHR15N Storage Cube, Black",$102.05 ,"15.5""D x 13""W x 20""H",Lockable door safely secures everything from personal valuables to private work Hang Fuse Workplace Tools from the side to provide easy access to personal items Storage on the side frees up valuable space inside the cubby for larger pieces Mounts flush with the front of the worksurface for a tighter fit and finish Moves with your height-adjustable workstation for easy access to your stored items,"Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,,https://www.amazon.com/-/zh/dp/B082B1TJQQ/ref=sr_1_36?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037309&sr=8-36&srs=24000582011
"SEVEN WARRIOR L Shaped Gaming Desk with LED Lights & Power Outlets, 55-Reversible Corner Desk with Storage Shelf, Computer Desk with Monitor Stand, Gaming Table with Cup Holder, with Hooks, Black",   $117.00 with 31 percent savings    ,"19.7""D x 55.1""W x 29.8""H","【Powerful Charging Station】The L shaped gaming desk includes a built-in power strip with 4-Outlet & 2 USB Ports & 1 Type C Port, which can easily charge smart phones, computer, tablet, notebook or gaming gears and provide power for up to 7 devices. 【Cool & Smart LED Lights】The gaming desk comes with RGB LED light, remote control via APP, 12 modes for your to choose. The LED light color can vary through APP Control and create a unique gaming atmosphere. It features memory function which keeps the LED lights staying on last mode when turned on. 【User Friendly Design】The L shaped corner desk allows for reversible installation. The 2-tier storage shelves can place left or right as your needs or preference. The gaming desk is equipped with full monitor stand that offers more space to store your equipment and allows you to sit with better posture. The cup holder and headphone hook keep your drinks and headphones right at your fingertips. 【Ample Storage Space】L Shaped dimensions are 19.7""D x 55.1""W x 29.8""H. The 2-tier storage shelves offer ample storage space for host computer, Pads, books, files and other supplies. 【More Stability & Sturdy�?The heavy-duty Z-shaped legs offer more stability. Adjustable leg pads ensure the table keeps a sturdy construction even on uneven ground without wobbling.","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,396 ratings,https://www.amazon.com/-/zh/dp/B0BV971WTD/ref=sr_1_37?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037309&sr=8-37&srs=24000582011
"The HON Company HON Metro Classic Pedestal Desk, Return, 42"" W x 24"" D x 29 1/2"" H, Mocha/Black",$582.00 ,"24""D x 42""W x 29.5""H","29.5""H x 42.0""W x 24.0""D Backed by the HON Full Lifetime Warranty A classic steel design from HON-America's metal desk leader Best-in-class steel construction withstands heavy activity and frequent relocation MADE IN THE USA: When you buy HON, you-e buying quality furniture that- more than a practical solution-you-e buying proudly American-built office furniture, backed by a lifetime warranty and network of dealers.","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.6 out of 5 stars,,https://www.amazon.com/-/zh/dp/B0198IR4NK/ref=sr_1_38?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037309&sr=8-38&srs=24000582011
"The HON Company HON Metro Classic Pedestal Desk, Return, 42"" W x 24"" D x 29 1/2"" H, Mocha/Black",$582.00 ,"24""D x 42""W x 29.5""H","29.5""H x 42.0""W x 24.0""D Backed by the HON Full Lifetime Warranty A classic steel design from HON-America's metal desk leader Best-in-class steel construction withstands heavy activity and frequent relocation MADE IN THE USA: When you buy HON, you-e buying quality furniture that- more than a practical solution-you-e buying proudly American-built office furniture, backed by a lifetime warranty and network of dealers.","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.6 out of 5 stars,,https://www.amazon.com/-/zh/dp/B0198IR4NK/ref=sr_1_38?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-38&srs=24000582011
