name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url
"HP LaserJet Pro M404dn Monochrome Printer with built-in Ethernet & 2-sided printing, works with Alexa (W1A53A)",$260.00 ,"8.5""D x 14.06""W x 15""H","Built to keep your business moving forward: Print consistently high-quality documents with the HP LaserJet Pro M404dn, A monochrome laser printer designed to let you focus on growing your business HP WOLF PRO SECURITY â€?Protect company data and safeguard against cyberattacks with protection built into the printer hardware, firmware and OS Speed through tasks: stay productive with automatic 2 sided printing, A 250 sheet input tray, fast first page out time, and Print speeds of up to 40 pages a minute from this Black and White laser printer Share resources on your network: easily access, Print, and share resources with built in Ethernet capabilities Enhanced energy efficiency: designed with the environment in mind, the HP LaserJet Pro M404dn saves up to 18 Percent energy over prior products, with technologies that help reduce paper waste Compact size: make the most of your office space with a compact printer that conveniently fits into your shared work area Toner Cartridges you can trust: avoid reprints, wasted Supplies, and service calls by using original HP 58a/58x toner cartridges designed for your monochrome laser printer","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   EPEAT",4.4 out of 5 stars,"1,234 ratings",https://www.amazon.com/-/zh/dp/B07RPCQX25/ref=sr_1_31?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-31&srs=24229290011
"Xerox C310DNI Color Printer, Laser, Wireless, Print, Letter, Energy Star Certified, UP to 35PPM",$289.00 ,,"Perfect for small teams or home offices that need technology that fits in tight spaces and is easy to setup. The Xerox C310 Color Printer is perfect for anyone looking for a small, reliable, wireless color printer. 1 Year Warranty","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.8 out of 5 stars,49 ratings,https://www.amazon.com/-/zh/dp/B09MVLBTZM/ref=sr_1_32?dib=eyJ2IjoiMSJ9.FWyMHjIas-Ej3E_T5J0JL_ysJaN5x7NfmDOz07BJR5vLrvEYWwV9OztOMyWTsBnET3X234ovebBuuf76VuRv5cq9fp-vn4SIhYtXhlk9UFScmWn4aaEJ-gY7_x3qJswOCRam-XJenqcVkfe-iyc2n0N_wjNIGo-qaSI0yhkcqDRdzHz__RAx6ETCKgpcX93inN1EYJfQ4ux2gXlPVwAhO9kR3djDI6ynJLHtC6I0Gy4.mSKzudEh8o9vZ_nDOSCF2rt7IuNR4ZzELn6lTp6UsJo&dib_tag=se&qid=1719038224&sr=8-32&srs=24229290011
Flytrap for Windows Adhesive Strips 4 Pieces Apply The Sticker in The Corners of The Window Stickers are Odorless and Substance Does not Evaporate Into The Room,$3.43 ,,Fensterfliegenfalle,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.1 out of 5 stars,407 ratings,https://www.amazon.com/-/zh/dp/B00095L3L6/ref=sr_1_33?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9pFgYf1OZ_CCIvg7FjvaZWMaiujBplZ6pqsASTKClyyg9mHnd7sN2PDb44XJoTpgyQ.b4mrRbY772guT6rHGAzF-SlrP37UcRnqPMQChgmLCgs&dib_tag=se&qid=1719038324&sr=8-33&srs=24229290011
Schneider SchreibgerÃ¤te Job Highlighter Refillable Orange,$4.43 ,,Item Name: Highlighter Product Type: job Refillable: Yes Invisible on photocopies: No Inkjet suitable: no,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.1 out of 5 stars,162 ratings,https://www.amazon.com/-/zh/dp/B00NP36G8E/ref=sr_1_34?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9pFgYf1OZ_CCIvg7FjvaZWMaiujBplZ6pqsASTKClyyg9mHnd7sN2PDb44XJoTpgyQ.b4mrRbY772guT6rHGAzF-SlrP37UcRnqPMQChgmLCgs&dib_tag=se&qid=1719038324&sr=8-34&srs=24229290011
"DURABLE Stackable Letter Tray, Gray & Multicolor, VARICOLOR, Set of 5 (770557)",$37.83 ,,"STACKABLE set of 5 letter trays (10"" w x 2. 2"" h x 13"" d) STYLISH sleek design made of premium quality plastic INSTANTLY DE-CLUTTER your workspace, perfectly sized to fit within desk space ORGANIZE paperwork in the office, garage, hospital, classroom, home office, etc. COLORED CUT OUTS with easy access provide comfortable orientation","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,408 ratings,https://www.amazon.com/-/zh/dp/B00I1BQRKC/ref=sr_1_35?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9pFgYf1OZ_CCIvg7FjvaZWMaiujBplZ6pqsASTKClyyg9mHnd7sN2PDb44XJoTpgyQ.b4mrRbY772guT6rHGAzF-SlrP37UcRnqPMQChgmLCgs&dib_tag=se&qid=1719038324&sr=8-35&srs=24229290011
Legero Women's Sneaker,$35.99 ,,,"Manufacturing practices
This product has sustainability features recognized by trusted certifications.
As certified by
Blue Angel

Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,247 ratings,https://www.amazon.com/-/zh/dp/B099NTMN9G/ref=sr_1_36?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9pFgYf1OZ_CCIvg7FjvaZWMaiujBplZ6pqsASTKClyyg9mHnd7sN2PDb44XJoTpgyQ.b4mrRbY772guT6rHGAzF-SlrP37UcRnqPMQChgmLCgs&dib_tag=se&qid=1719038324&sr=8-36&srs=24229290011
"Xerox C235DNI Color All-In-One, Laser, Wireless, ADF, Letter, Print, Scan, Copy, Fax, Energy Star Certified, Up to 24PPM",$280.00 ,,"WORK FROM HOME: Perfect for small work teams or home offices that need technology that fits in tight spaces and is easy to setup. The Xerox C235 Color Multifunction Printer is perfect for anyone looking for a small, reliable, wireless Color all-in-one printer. OUTSTANDING PERFORMANCE: Color wireless All-In-One printer that can print, copy, scan fax and email with print speeds up to 24 Letter pages per minute / 22 A4 pages per minute, automatic two-sided printing, 250-sheet paper capacity and high resolution image quality. CONVENIENCE AND CONNECTIVITY: Built-in Wi-Fi for Apple AirPrint, Mopria Print Service and Chromebook. And, simple installation without the need for local IT support means you are up and running right out of the box. STAY SECURE: Comprehensive security features protect against rising and increasingly sophisticated cyber threats by safeguarding access and protecting sensitive data and documents. INTUITIVE INTELLIGENCE: Simplicity drives productivity with Xerox Print Drivers and the Xerox Print & Scan Experience, take the guesswork out of complex tasks like auto straighten, receipt scanning and auto cropping images.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   EPEAT",3.6 out of 5 stars,156 ratings,https://www.amazon.com/-/zh/dp/B09C2MGHDT/ref=sr_1_37?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9pFgYf1OZ_CCIvg7FjvaZWMaiujBplZ6pqsASTKClyyg9mHnd7sN2PDb44XJoTpgyQ.b4mrRbY772guT6rHGAzF-SlrP37UcRnqPMQChgmLCgs&dib_tag=se&qid=1719038324&sr=8-37&srs=24229290011
Versalink C400-YDN Color Printer,$725.89 ,,"Powerful performance and peace of mind, right out of the box. You'll count on your Versa Link C400 to consistently and flawlessly perform the tasks that make your business work more efficiently. From IT-free installation wizards, to step-by-step configuration option, you're ready to go-hassle free Introducing touch screen superiority. By presenting a familiar ""mobile"" experience- with support for gestural input and task-focused apps that share a common look and feel. Fewer steps are needed to complete even the most complex jobs. Easy, efficient and entirely new, Preloaded Xerox ConnectKey APPs help optimize office efficiency, and on-screen access to the extensive Xerox App Gallery provides expanded functionality-like the Xerox Easy Translator Service app, which quickly translates scanned documents into numerous languages. Total peace of mind. Outstanding Xerox service and support with a standard one year warranty Xerox ConnectKeyTechnology-enabled VersaLink and AltaLink MFPs offer a comprehensive approach to security that helps prevent unauthorized intrusions and detects malicious attempts, protecting data and documents. Y model devices are TAA compliant and CAC/PIV enabled for both NIPRNet and SIPRNet, and Common Criteria Certification.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",5.0 out of 5 stars,1 rating,https://www.amazon.com/-/zh/dp/B071JHMSP5/ref=sr_1_33?dib=eyJ2IjoiMSJ9.UFZdAXzxs7Vbi6U9NK-sMLqZuS0TqvlrSMP58z0GuetaFgS24ocxvDmxejvquir6Rmn24W3u9kvV_SnwyRFIY2S9d7-mMsB7hn0jxcNmAd_zBW2OQU9uqFN94nkxUE83ZEa5kY--mwnz7XIr7_stYSrAPmHOIQnfSi5a7tyl8So.h0QL-3jqebc0UKX9r4S4qskduJFxAgGZ9eCTuwVGPaA&dib_tag=se&qid=1719038324&sr=8-33&srs=24229290011
LOVE CODES - 21 spirituelle Botschaften fÃ¼r mehr Vertrauen ins Leben,$30.34 ,,,,4.7 out of 5 stars,57 ratings,https://www.amazon.com/-/zh/dp/3949822216/ref=sr_1_34?dib=eyJ2IjoiMSJ9.UFZdAXzxs7Vbi6U9NK-sMLqZuS0TqvlrSMP58z0GuetaFgS24ocxvDmxejvquir6Rmn24W3u9kvV_SnwyRFIY2S9d7-mMsB7hn0jxcNmAd_zBW2OQU9uqFN94nkxUE83ZEa5kY--mwnz7XIr7_stYSrAPmHOIQnfSi5a7tyl8So.h0QL-3jqebc0UKX9r4S4qskduJFxAgGZ9eCTuwVGPaA&dib_tag=se&qid=1719038324&sr=8-34&srs=24229290011
Reco black Line width M Ballpoint pens,$3.85 ,,"Eco 725M black refill is standard will also take Schneider Exp 735, 740, 775, Slider 755, 757, Slider 710 XB, Gelion 39 refills take any parker-style ballpoint or gel refills bulk packaged","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.0 out of 5 stars,13 ratings,https://www.amazon.com/-/zh/dp/B08YGSMS8K/ref=sr_1_35?dib=eyJ2IjoiMSJ9.UFZdAXzxs7Vbi6U9NK-sMLqZuS0TqvlrSMP58z0GuetaFgS24ocxvDmxejvquir6Rmn24W3u9kvV_SnwyRFIY2S9d7-mMsB7hn0jxcNmAd_zBW2OQU9uqFN94nkxUE83ZEa5kY--mwnz7XIr7_stYSrAPmHOIQnfSi5a7tyl8So.h0QL-3jqebc0UKX9r4S4qskduJFxAgGZ9eCTuwVGPaA&dib_tag=se&qid=1719038324&sr=8-35&srs=24229290011
CHERRY Secure Board 1.0 - USB Keyboard â€?Smart Card Reader - Wired - GS Approval - QWERTY Security Keyboard â€?Black,$71.72 ,,"Intelligent security keyboard with integrated reader for smart cards and cards/tags with RF/NFC interface Secure mode with authentication and encryption, especially with thin clients PC/SC smart card reader, CCID compatible Protocols: T=0, T=1, T=CL Read/write with ISO 7816 and ISO 14443 A/B compliant cards","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.2 out of 5 stars,14 ratings,https://www.amazon.com/-/zh/dp/B081KZRD5L/ref=sr_1_37?dib=eyJ2IjoiMSJ9.UFZdAXzxs7Vbi6U9NK-sMLqZuS0TqvlrSMP58z0GuetaFgS24ocxvDmxejvquir6Rmn24W3u9kvV_SnwyRFIY2S9d7-mMsB7hn0jxcNmAd_zBW2OQU9uqFN94nkxUE83ZEa5kY--mwnz7XIr7_stYSrAPmHOIQnfSi5a7tyl8So.h0QL-3jqebc0UKX9r4S4qskduJFxAgGZ9eCTuwVGPaA&dib_tag=se&qid=1719038324&sr=8-37&srs=24229290011
Esselte Leitz Three-Flap Folder A4 Premium Card Blue,$5.06 ,,Description of features: Liniendruck on lid Type of closure: without fastening 3 flaps on the underside: yes Grammage: 300 g / mÂ² Material: 100% PrimÃ¤rkarton,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,13 ratings,https://www.amazon.com/-/zh/dp/B00SWH8EUG/ref=sr_1_43?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9o5sOmnQHkDMS-Cl0_WoHPu6pcNMrFqo5CZL96nWpu_sxvQyow9wQA-nfQdWCTKYxPFb3Ye1Mux1ZGw1_YOlpC3zBH7kbqOpGtBokIKfhxJUI_j1_PKb28LJDlBhHSQobN3Y6RfwnNlFS6XIwqYRyL5ue5CzLr9ebwXrXA-gyRbWawvbniyzu1tah-c9YOo6rBQNz7ac2kmP6SNsQffFRaI.dfL-ZBdB9LY63gePRzGzAS-2vmdLUlbEOmOV8RU0YP0&dib_tag=se&qid=1719038734&sr=8-43&srs=24229290011
Twen ECO 8 Eco-friendly Calculator,$9.59 ,,"Environmentally friendly calculator in a handy format, glossy black casing, made of more than 70% recycled material. Solar powered, no battery or battery required, very light (37g) 8-digit display with easy to read Sign change key, percentage calculation, memory (3 buttons) Dimensions: 103 x 61 x 8 mm, weight: approx. 37g","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",5.0 out of 5 stars,1 rating,https://www.amazon.com/-/zh/dp/B07922R3DH/ref=sr_1_44?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9o5sOmnQHkDMS-Cl0_WoHPu6pcNMrFqo5CZL96nWpu_sxvQyow9wQA-nfQdWCTKYxPFb3Ye1Mux1ZGw1_YOlpC3zBH7kbqOpGtBokIKfhxJUI_j1_PKb28LJDlBhHSQobN3Y6RfwnNlFS6XIwqYRyL5ue5CzLr9ebwXrXA-gyRbWawvbniyzu1tah-c9YOo6rBQNz7ac2kmP6SNsQffFRaI.dfL-ZBdB9LY63gePRzGzAS-2vmdLUlbEOmOV8RU0YP0&dib_tag=se&qid=1719038734&sr=8-44&srs=24229290011
"Schneider Highlighter Job Pen, refillable, Yellow",$4.14 ,,Item name: Highlighter Refillable: yes Product type: Job inkjet Compatible: No Copy without shadows: yes,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,348 ratings,https://www.amazon.com/-/zh/dp/B00SND51OG/ref=sr_1_45?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9o5sOmnQHkDMS-Cl0_WoHPu6pcNMrFqo5CZL96nWpu_sxvQyow9wQA-nfQdWCTKYxPFb3Ye1Mux1ZGw1_YOlpC3zBH7kbqOpGtBokIKfhxJUI_j1_PKb28LJDlBhHSQobN3Y6RfwnNlFS6XIwqYRyL5ue5CzLr9ebwXrXA-gyRbWawvbniyzu1tah-c9YOo6rBQNz7ac2kmP6SNsQffFRaI.dfL-ZBdB9LY63gePRzGzAS-2vmdLUlbEOmOV8RU0YP0&dib_tag=se&qid=1719038734&sr=8-45&srs=24229290011
Think! Women's Mizzi_3-000124 Mule,$74.79 ,,,"Manufacturing practices
This product has sustainability features recognized by trusted certifications.
As certified by
Blue Angel

Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",Previous page,,https://www.amazon.com/-/zh/dp/B01M4HON3T/ref=sr_1_46?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9o5sOmnQHkDMS-Cl0_WoHPu6pcNMrFqo5CZL96nWpu_sxvQyow9wQA-nfQdWCTKYxPFb3Ye1Mux1ZGw1_YOlpC3zBH7kbqOpGtBokIKfhxJUI_j1_PKb28LJDlBhHSQobN3Y6RfwnNlFS6XIwqYRyL5ue5CzLr9ebwXrXA-gyRbWawvbniyzu1tah-c9YOo6rBQNz7ac2kmP6SNsQffFRaI.dfL-ZBdB9LY63gePRzGzAS-2vmdLUlbEOmOV8RU0YP0&dib_tag=se&qid=1719038734&sr=8-46&srs=24229290011
HP LaserJet Pro M404dw Wireless Monochrome Printer with built-in Ethernet & 2-sided printing (W1A56A),$315.18 ,"8.5""D x 14.06""W x 15""H","BUILT TO KEEP YOUR BUSINESS MOVING FORWARD â€?Print consistently high-quality documents with the HP LaserJet Pro M404dw, a monochrome laser printer designed to let you focus on growing your business HP WOLF PRO SECURITY â€?Protect company data and safeguard against cyberattacks with protection built into the printer hardware, firmware and OS SPEED THROUGH TASKS â€?Stay productive with automatic 2-sided printing, a 250-sheet input tray, fast first page out time, and print speeds of up to 40 pages per minute from this black and white laser printer EASY MOBILE PRINTING OPTIONS â€?Print wirelessly with or without accessing the network, and stay connected with Ethernet, dual-band Wi-Fi, and Wi-Fi Direct capabilities ENHANCED ENERGY EFFICIENCY â€?Designed with the environment in mind, the HP LaserJet Pro M404dw saves up to 18% energy over prior products, with technologies that help reduce paper waste SIMPLE WI-FI SETUP - Get connected and start printing fast with seamless Wi-Fi setup from your smartphone TONER CARTRIDGES YOU CAN TRUST â€?Avoid reprints, wasted supplies, and service calls by using Original HP 58A/58X toner cartridges designed for your monochrome laser printer","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   EPEAT",4.4 out of 5 stars,"1,021 ratings",https://www.amazon.com/-/zh/dp/B009UYYH8I/ref=sr_1_47?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9o5sOmnQHkDMS-Cl0_WoHPu6pcNMrFqo5CZL96nWpu_sxvQyow9wQA-nfQdWCTKYxPFb3Ye1Mux1ZGw1_YOlpC3zBH7kbqOpGtBokIKfhxJUI_j1_PKb28LJDlBhHSQobN3Y6RfwnNlFS6XIwqYRyL5ue5CzLr9ebwXrXA-gyRbWawvbniyzu1tah-c9YOo6rBQNz7ac2kmP6SNsQffFRaI.dfL-ZBdB9LY63gePRzGzAS-2vmdLUlbEOmOV8RU0YP0&dib_tag=se&qid=1719038734&sr=8-47&srs=24229290011
Ordner A4 maX. File Nature Plus 8 cm White,$13.87 ,,"Inside: Cellophane nature plus A4 Quality lever arch mechanism with superb hold Red eraser tip at the lever mechanism, compressor bar with increased clamping force and built-in Red, back embossed logo: Herlitz pegs For use with A4?paper 70?mm spine width 80?mm","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.3 out of 5 stars,306 ratings,https://www.amazon.com/-/zh/dp/B000WL4UHG/ref=sr_1_48?dib=eyJ2IjoiMSJ9.8M6I1rbgqETGPFg_CBjS9o5sOmnQHkDMS-Cl0_WoHPu6pcNMrFqo5CZL96nWpu_sxvQyow9wQA-nfQdWCTKYxPFb3Ye1Mux1ZGw1_YOlpC3zBH7kbqOpGtBokIKfhxJUI_j1_PKb28LJDlBhHSQobN3Y6RfwnNlFS6XIwqYRyL5ue5CzLr9ebwXrXA-gyRbWawvbniyzu1tah-c9YOo6rBQNz7ac2kmP6SNsQffFRaI.dfL-ZBdB9LY63gePRzGzAS-2vmdLUlbEOmOV8RU0YP0&dib_tag=se&qid=1719038734&sr=8-48&srs=24229290011
"""The Green Cross Multi Holder, Recycled Plastic Blue Angel Certified, Pack of 1 Black",$8.42 ,,"Multi quiver with 4 different sized compartments 3 high compartments 1 compartment for small items Made from recycled plastic, at least 80% post-consumer material Blue Angel certified","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.2 out of 5 stars,96 ratings,https://www.amazon.com/-/zh/dp/B086CLB53N/ref=sr_1_49?dib=eyJ2IjoiMSJ9.9IyzwnzBVSWqZeUxXZ-5vJBcgNvKHw0RC_jWBVutG9SPwRRgn7WKuVquu_NfwA4L8quWpn1J6DvQYrY7Wg8EDA.XrXF6Gfqtp6j30FjmZRd5zkTib02THNKYW7HdnLGtJM&dib_tag=se&qid=1719038764&sr=8-49&srs=24229290011
LANDRÃ‰ Stenoblock recycling Stenoblock A5 40Bl,$3.47 ,,,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.7 out of 5 stars,5 ratings,https://www.amazon.com/-/zh/dp/B000KJO0GG/ref=sr_1_50?dib=eyJ2IjoiMSJ9.9IyzwnzBVSWqZeUxXZ-5vJBcgNvKHw0RC_jWBVutG9SPwRRgn7WKuVquu_NfwA4L8quWpn1J6DvQYrY7Wg8EDA.XrXF6Gfqtp6j30FjmZRd5zkTib02THNKYW7HdnLGtJM&dib_tag=se&qid=1719038764&sr=8-50&srs=24229290011
"Schneider Highlighter Job Pen, refillable, Pink",$4.34 ,,Item name: Highlighter Refillable: yes Product type: Job inkjet Compatible: No Copy without shadows: yes,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.9 out of 5 stars,47 ratings,https://www.amazon.com/-/zh/dp/B00SND51KA/ref=sr_1_51?dib=eyJ2IjoiMSJ9.9IyzwnzBVSWqZeUxXZ-5vJBcgNvKHw0RC_jWBVutG9SPwRRgn7WKuVquu_NfwA4L8quWpn1J6DvQYrY7Wg8EDA.XrXF6Gfqtp6j30FjmZRd5zkTib02THNKYW7HdnLGtJM&dib_tag=se&qid=1719038764&sr=8-51&srs=24229290011
Reco black Line width M Ballpoint pens,$3.38 ,,Design: push mechanism Barrel colour: black Writing colour: blue Line width: M Box contents: 1 item,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.4 out of 5 stars,2 ratings,https://www.amazon.com/-/zh/dp/B08YHMWD5L/ref=sr_1_52?dib=eyJ2IjoiMSJ9.9IyzwnzBVSWqZeUxXZ-5vJBcgNvKHw0RC_jWBVutG9SPwRRgn7WKuVquu_NfwA4L8quWpn1J6DvQYrY7Wg8EDA.XrXF6Gfqtp6j30FjmZRd5zkTib02THNKYW7HdnLGtJM&dib_tag=se&qid=1719038764&sr=8-52&srs=24229290011
"Schneider Line-Up Fineliner (Triangular Fineliner, Stroke Width 0.4 mm, Bio-Based Plastic Casing) Sapphire Black Pack of 10",$12.26 ,,"The first fineliner with a housing made of 88% bio-based plastic. With its wide colour spectrum, it is the ideal companion for children and adults in the field of painting and writing The metal-clad tip is very suitable for precise work with stencils in school, university or office. The pen box serves as a practical pen holder The rubberised, ergonomic triangular barrel ensures a non-slip and relaxed writing position, creating a very clean and precise typeface The drawing pen will not dry out, even if left open for 2-3 days. Perfect for colouring books or for teachers as correction pens as the ink does not bleed through Box contents: 10 black triangular pens in the writing colour: black","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.3 out of 5 stars,53 ratings,https://www.amazon.com/-/zh/dp/B01IU9TGPM/ref=sr_1_53?dib=eyJ2IjoiMSJ9.9IyzwnzBVSWqZeUxXZ-5vJBcgNvKHw0RC_jWBVutG9SPwRRgn7WKuVquu_NfwA4L8quWpn1J6DvQYrY7Wg8EDA.XrXF6Gfqtp6j30FjmZRd5zkTib02THNKYW7HdnLGtJM&dib_tag=se&qid=1719038764&sr=8-53&srs=24229290011
"Kyocera ECOSYS P5026cdw Color Network Laser Printer, 27 ppm, Standard 1200dpi, Standard Duplex, Gigabit Ethernet, USB, Wireless & Wi-Fi Direct, Mobile Print, 512 MB Memory, 2 Line LCD Screen",$539.00 ,,"Fast Output Speed at up to 27 Pages per Minute in Black and Color, Standard Duplex Printing to Reduce Paper Consumption Flexible Media Support and Paper Sizes up to 8.5"" x 14"", High-speed Gigabit Ethernet Interface Optimizes Network Efficiency USB Host Interface Supports On-the-Go Printing and Scanning, Standard Wireless Printing and Wi-Fi Direct Apple AirPrint, Google Cloud Print, KYOCERA Mobile Print and Mopria Compatible for a Mobile Printing Solution ECOSYS Long Life Consumables for Low Cost-per-Print and Minimal Waste","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   EPEAT",4.0 out of 5 stars,179 ratings,https://www.amazon.com/-/zh/dp/B01M35FV54/ref=sr_1_49?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-49&srs=24229290011
"Elba Rado Ring Binder/Folder, Clouded Marble A4, Narrow (1 Item) Grey",$15.46 ,,"The lever arch file is covered with high quality cloudy marble paper and certified with the blue angel. The spine of the lever arch file has been reinforced with coloured special paper Thanks to the spine width of 50 mm, approx. 280 DIN A4 sheets can be stapled into the folder Thanks to the glued spine label, individual labelling is possible to help organisation A metal-clad grip hole and a metal edge protection allow comfortable and safe handling You will receive 1 slim, grey folder","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.3 out of 5 stars,30 ratings,https://www.amazon.com/-/zh/dp/B000KJRA1I/ref=sr_1_50?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-50&srs=24229290011
Re-Solution 2686374307 Drawer Cabinet 4 Closed Drawers Grey,$27.48 ,"14.8""D x 11.8""W x 8.5""H","Includes 2 non-skid rubber feet, handle on front right hand side of drawer, drawer stop and opening for feeding paper upwards Suitable for documents measuring up to 260 x 350mm Made of 100% recycled polystyrene and Blue Angel certified Outer measurements: 216 (Height) x 300 (Width) x 375mm (Length) Drawer Measurements: 44 (Height) x 264 (Width) x 354mm (Length)","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.0 out of 5 stars,88 ratings,https://www.amazon.com/-/zh/dp/B007VZY66G/ref=sr_1_51?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-51&srs=24229290011
